Payment_ID,Customer_ID,Card_ID,Payment_Date,Due_Amount,Payment_Amount,Payment_Status,Days_Past_Due
PAY411303,C106770,CARD211558,2025-07-18,3287.82,3287.82,On Time,0
PAY411304,C100607,CARD204698,2026-08-08,6273.9,6273.9,On Time,0
PAY411305,C102821,CARD202287,2026-02-17,4463.77,4463.77,On Time,0
PAY411306,C105571,CARD205481,2025-12-02,4637.98,4637.98,On Time,0
PAY411307,C104063,CARD206459,2025-11-28,7559.46,2042.53,Partial,48
PAY411308,C101386,CARD207944,2026-02-12,2340.4,2340.4,Late,5
PAY411309,C102179,CARD206156,2026-07-02,13882.18,13882.18,On Time,0
PAY411310,C108726,CARD204020,2025-07-24,5165.76,5165.76,On Time,0
PAY411311,C108023,CARD209996,2026-03-18,2439.06,1043.72,Partial,36
PAY411312,C102819,CARD211426,2025-12-28,2443.58,2443.58,On Time,0
PAY411313,C105205,CARD207530,2025-12-08,11848.39,723.77,Missed,52
PAY411314,C106406,CARD205546,2025-05-09,5610.46,5610.46,On Time,0
PAY411315,C106159,CARD200084,2025-08-15,8588.74,6671.76,Partial,20
PAY411316,C105044,CARD201974,2026-02-17,6455.01,6455.01,On Time,0
PAY411317,C103773,CARD207331,2026-08-02,2671.04,2671.04,On Time,0
PAY411318,C107368,CARD203674,2026-06-15,13711.66,10946.16,Partial,35
PAY411319,C108185,CARD204307,2025-02-05,6778.78,6778.78,On Time,0
PAY411320,C106895,CARD209260,2025-03-21,2184.73,2184.73,On Time,0
PAY411321,C109101,CARD203560,2025-09-07,23336.78,17655.86,Partial,38
PAY411322,C103128,CARD204179,2025-04-21,5654.96,5654.96,On Time,0
PAY411323,C105436,CARD206863,2026-04-02,5156.36,5156.36,On Time,0
PAY411324,C107406,CARD201360,2025-06-19,1186.75,1186.75,On Time,0
PAY411325,C105457,CARD207439,2026-02-21,3696.91,3696.91,On Time,0
PAY411326,C102153,CARD209356,2025-10-30,7982.81,7982.81,On Time,0
PAY411327,C108737,CARD210460,2026-03-07,4085.84,4085.84,On Time,0
PAY411328,C109218,CARD211351,2025-06-07,2354.77,2354.77,On Time,0
PAY411329,C109446,CARD206090,2026-04-28,8759.24,8759.24,On Time,0
PAY411330,C101375,CARD210983,2025-07-31,3096.3,3096.3,On Time,0
PAY411331,C102954,CARD206777,2026-02-12,9465.28,9465.28,On Time,0
PAY411332,C104778,CARD210100,2026-08-10,8571.44,8571.44,On Time,0
PAY411333,C106268,CARD202117,2026-01-24,11886.08,11886.08,On Time,0
PAY411334,C105572,CARD203967,2025-04-02,7996.42,7996.42,Late,26
PAY411335,C108424,CARD208613,2026-02-11,4577.41,4577.41,Late,16
PAY411336,C101085,CARD204509,2026-07-17,3382.25,3382.25,On Time,0
PAY411337,C109623,CARD205734,2025-09-24,1799.04,1799.04,On Time,0
PAY411338,C101278,CARD205987,2025-05-25,3391.12,3391.12,Late,21
PAY411339,C109438,CARD204660,2025-06-22,3961.24,3961.24,On Time,0
PAY411340,C104827,CARD205071,2025-10-01,19783.08,19783.08,On Time,0
PAY411341,C108568,CARD208453,2026-08-10,56945.75,56945.75,On Time,0
PAY411342,C105749,CARD209784,2025-12-13,4493.7,4493.7,On Time,0
PAY411343,C106575,CARD203285,2025-07-30,5876.91,5876.91,On Time,0
PAY411344,C109810,CARD209037,2025-05-07,11729.1,11729.1,On Time,0
PAY411345,C108652,CARD204156,2026-08-04,19044.29,19044.29,Late,30
PAY411346,C105619,CARD207012,2025-09-02,5279.2,5279.2,On Time,0
PAY411347,C102746,CARD200338,2026-03-02,5852.9,5852.9,On Time,0
PAY411348,C109909,CARD207420,2025-06-09,1794.86,1794.86,Late,17
PAY411349,C102126,CARD203532,2025-06-17,2975.72,1471.23,Partial,17
PAY411350,C107804,CARD209995,2025-12-27,8234.63,8234.63,On Time,0
PAY411351,C109513,CARD207040,2025-05-29,3771.19,3771.19,On Time,0
PAY411352,C107757,CARD205852,2025-12-18,4417.97,4417.97,On Time,0
PAY411353,C104652,CARD207172,2026-06-17,7031.17,7031.17,On Time,0
PAY411354,C106788,CARD204586,2026-01-30,4223.26,4223.26,Late,14
PAY411355,C106980,CARD204739,2025-01-28,18318.97,7851.74,Partial,10
PAY411356,C107295,CARD207135,2025-03-17,5967.23,5967.23,On Time,0
PAY411357,C100279,CARD203241,2026-07-08,3979.17,3979.17,On Time,0
PAY411358,C108525,CARD207880,2025-10-26,4314.97,4314.97,On Time,0
PAY411359,C109480,CARD206661,2025-04-01,4102.05,4102.05,On Time,0
PAY411360,C102345,CARD200186,2026-03-20,7323.26,7323.26,On Time,0
PAY411361,C100421,CARD208873,2025-11-15,7843.6,7843.6,On Time,0
PAY411362,C104609,CARD211808,2025-12-14,2870.13,2870.13,Late,25
PAY411363,C106684,CARD210942,2025-11-28,10983.91,10983.91,On Time,0
PAY411364,C109393,CARD207746,2025-08-27,2467.35,2467.35,On Time,0
PAY411365,C103185,CARD204627,2026-01-26,4211.55,4211.55,On Time,0
PAY411366,C103034,CARD203986,2025-09-09,12876.4,12876.4,On Time,0
PAY411367,C103825,CARD202732,2026-03-13,2925.54,2925.54,On Time,0
PAY411368,C105007,CARD210608,2025-10-15,3461.99,3461.99,Late,4
PAY411369,C103826,CARD203072,2025-05-29,12828.95,12828.95,Late,14
PAY411370,C107135,CARD203427,2025-01-22,12592.57,12592.57,On Time,0
PAY411371,C104246,CARD209826,2025-09-16,3359.36,3359.36,On Time,0
PAY411372,C101231,CARD204650,2025-09-08,5261.2,5261.2,On Time,0
PAY411373,C106199,CARD210947,2025-06-01,8929.02,8929.02,On Time,0
PAY411374,C103701,CARD206604,2026-06-06,7714.71,7714.71,On Time,0
PAY411375,C108343,CARD200535,2025-05-16,3599.23,3599.23,Late,11
PAY411376,C105801,CARD208993,2026-05-03,3733.23,3733.23,On Time,0
PAY411377,C106009,CARD206291,2025-08-19,3887.37,3887.37,Late,10
PAY411378,C109715,CARD201292,2025-03-03,4947.89,4947.89,Late,28
PAY411379,C106343,CARD204747,2025-05-25,7930.7,7930.7,On Time,0
PAY411380,C104044,CARD204148,2026-07-02,4243.86,4243.86,On Time,0
PAY411381,C104388,CARD210038,2025-04-30,3872.95,3872.95,Late,25
PAY411382,C100310,CARD203463,2025-02-19,5196.68,5196.68,On Time,0
PAY411383,C107459,CARD201909,2025-08-31,10586.04,10586.04,On Time,0
PAY411384,C101931,CARD201007,2025-07-31,7288.53,7288.53,Late,9
PAY411385,C103872,CARD200146,2026-05-15,3970.93,3970.93,On Time,0
PAY411386,C106092,CARD210636,2025-02-21,1519.06,1519.06,On Time,0
PAY411387,C106210,CARD208983,2025-01-20,25795.0,25795.0,On Time,0
PAY411388,C100055,CARD211607,2026-06-09,15063.0,15063.0,On Time,0
PAY411389,C102588,CARD209080,2025-10-02,6133.59,1245.5,Partial,47
PAY411390,C107442,CARD205182,2025-08-20,6504.24,6504.24,On Time,0
PAY411391,C108825,CARD207636,2025-05-16,5015.32,3351.92,Partial,17
PAY411392,C100318,CARD206630,2026-05-30,13708.59,13708.59,On Time,0
PAY411393,C101885,CARD202238,2025-03-15,5245.02,3703.34,Partial,24
PAY411394,C108436,CARD204439,2025-10-23,5592.96,5592.96,On Time,0
PAY411395,C105704,CARD200672,2026-07-25,6476.19,6476.19,On Time,0
PAY411396,C107057,CARD203002,2025-04-01,11454.17,11454.17,On Time,0
PAY411397,C102611,CARD211174,2025-08-11,7051.02,7051.02,On Time,0
PAY411398,C105661,CARD210584,2026-06-15,7189.65,177.84,Missed,62
PAY411399,C108458,CARD210712,2025-11-09,6167.44,6167.44,Late,17
PAY411400,C101182,CARD200052,2026-02-08,7487.56,7487.56,On Time,0
PAY411401,C104416,CARD203029,2025-11-16,6827.03,4705.37,Partial,8
PAY411402,C101636,CARD205873,2025-11-11,3950.36,3950.36,On Time,0
PAY411403,C101290,CARD203487,2025-01-21,1901.99,1901.99,On Time,0
PAY411404,C102804,CARD211957,2025-12-15,3332.8,3332.8,On Time,0
PAY411405,C108290,CARD210814,2026-07-16,5281.42,5281.42,On Time,0
PAY411406,C105145,CARD200769,2025-02-19,8437.14,8437.14,Late,23
PAY411407,C107935,CARD205270,2026-07-28,6703.91,4226.32,Partial,24
PAY411408,C106231,CARD201604,2025-07-13,9924.72,4702.53,Partial,19
PAY411409,C100419,CARD210297,2026-05-16,1596.35,1596.35,Late,6
PAY411410,C107487,CARD205150,2025-05-12,13059.98,13059.98,On Time,0
PAY411411,C100813,CARD201117,2025-08-11,5332.16,5332.16,On Time,0
PAY411412,C109101,CARD203560,2025-11-24,3025.14,3025.14,On Time,0
PAY411413,C104400,CARD209686,2025-09-07,4530.03,4530.03,On Time,0
PAY411414,C100889,CARD203510,2026-02-01,9463.14,3486.14,Partial,55
PAY411415,C108158,CARD202790,2026-01-05,6526.13,6526.13,On Time,0
PAY411416,C102107,CARD208933,2025-07-21,7609.0,7609.0,On Time,0
PAY411417,C107499,CARD207342,2026-06-04,8574.38,2116.52,Partial,54
PAY411418,C103291,CARD206261,2026-06-08,4695.11,4695.11,On Time,0
PAY411419,C101274,CARD209017,2025-12-02,1443.55,1443.55,On Time,0
PAY411420,C104313,CARD208277,2025-05-05,7595.14,7595.14,On Time,0
PAY411421,C102465,CARD206751,2025-04-14,11376.73,11376.73,On Time,0
PAY411422,C100050,CARD206565,2026-04-10,2457.46,2457.46,Late,18
PAY411423,C107652,CARD211042,2025-03-14,28559.42,28559.42,On Time,0
PAY411424,C103593,CARD204736,2026-07-11,11626.67,11626.67,On Time,0
PAY411425,C102421,CARD209035,2025-01-12,11238.56,11238.56,On Time,0
PAY411426,C107750,CARD202133,2026-06-05,5627.99,5627.99,On Time,0
PAY411427,C103071,CARD207948,2026-05-02,3450.63,3450.63,On Time,0
PAY411428,C100476,CARD203031,2025-09-05,5141.89,5141.89,On Time,0
PAY411429,C106346,CARD208289,2026-03-27,4876.84,2710.01,Partial,31
PAY411430,C106039,CARD207421,2025-05-03,3562.42,3562.42,Late,4
PAY411431,C109956,CARD205618,2026-02-28,11151.52,11151.52,Late,29
PAY411432,C105928,CARD202843,2025-04-16,4042.03,4042.03,Late,2
PAY411433,C105862,CARD202571,2026-01-18,7665.28,7665.28,On Time,0
PAY411434,C106017,CARD208170,2026-08-27,2396.58,2396.58,On Time,0
PAY411435,C101834,CARD207436,2025-06-16,13151.43,13151.43,On Time,0
PAY411436,C108027,CARD211444,2026-07-13,21569.87,21569.87,On Time,0
PAY411437,C109549,CARD205645,2026-02-16,6210.61,6210.61,On Time,0
PAY411438,C100024,CARD211397,2025-04-22,6485.38,6485.38,On Time,0
PAY411439,C107636,CARD207990,2026-05-27,2099.61,2099.61,On Time,0
PAY411440,C104017,CARD208537,2025-09-28,10611.03,10611.03,On Time,0
PAY411441,C101679,CARD202519,2025-01-19,9135.4,6119.2,Partial,46
PAY411442,C103489,CARD205858,2025-10-05,12269.17,12269.17,On Time,0
PAY411443,C107479,CARD207341,2025-07-24,5598.5,5598.5,On Time,0
PAY411444,C100544,CARD206650,2025-09-23,4108.97,4108.97,On Time,0
PAY411445,C102385,CARD206617,2026-02-07,15049.63,15049.63,On Time,0
PAY411446,C102135,CARD202587,2025-08-17,5919.21,4960.05,Partial,59
PAY411447,C102703,CARD206986,2025-03-11,4167.4,4167.4,On Time,0
PAY411448,C100442,CARD210137,2026-01-09,3920.11,2213.62,Partial,26
PAY411449,C108124,CARD209691,2026-01-04,5641.45,5641.45,Late,27
PAY411450,C106525,CARD205850,2025-11-19,2001.93,2001.93,On Time,0
PAY411451,C105476,CARD210248,2025-10-01,5903.05,5903.05,On Time,0
PAY411452,C106315,CARD206073,2025-08-09,18142.12,18142.12,On Time,0
PAY411453,C107606,CARD207592,2025-04-18,3977.01,3977.01,On Time,0
PAY411454,C103096,CARD208285,2026-01-31,12801.59,12801.59,On Time,0
PAY411455,C102912,CARD208072,2025-03-25,2498.17,2498.17,On Time,0
PAY411456,C104185,CARD208084,2025-05-10,6705.24,6705.24,Late,22
PAY411457,C100046,CARD208307,2025-03-14,5005.96,5005.96,On Time,0
PAY411458,C106078,CARD202959,2025-01-14,3192.45,3192.45,On Time,0
PAY411459,C100129,CARD208340,2026-05-14,2286.94,2286.94,On Time,0
PAY411460,C106287,CARD208935,2025-11-20,9426.12,9426.12,On Time,0
PAY411461,C103519,CARD202297,2026-01-27,2919.15,2919.15,On Time,0
PAY411462,C107632,CARD209324,2025-09-07,4440.22,4440.22,On Time,0
PAY411463,C106502,CARD206724,2026-06-16,3044.17,3044.17,On Time,0
PAY411464,C109628,CARD210019,2026-06-29,11755.83,11755.83,Late,1
PAY411465,C101024,CARD200095,2025-11-11,7807.32,4677.29,Partial,12
PAY411466,C102876,CARD206560,2025-06-27,5067.72,5067.72,On Time,0
PAY411467,C105934,CARD210362,2026-03-26,5853.09,4022.49,Partial,20
PAY411468,C108584,CARD210998,2025-10-10,3234.86,3234.86,Late,7
PAY411469,C103791,CARD210138,2026-05-10,3073.57,3073.57,On Time,0
PAY411470,C108946,CARD208914,2025-10-24,15159.93,15159.93,On Time,0
PAY411471,C102520,CARD209296,2025-10-15,3970.53,3970.53,On Time,0
PAY411472,C103794,CARD206663,2026-02-17,9479.24,9479.24,On Time,0
PAY411473,C101511,CARD205883,2026-08-18,4063.87,4063.87,On Time,0
PAY411474,C102368,CARD211949,2025-04-16,1568.48,1568.48,On Time,0
PAY411475,C105183,CARD211807,2026-06-07,16934.53,16934.53,On Time,0
PAY411476,C105447,CARD203195,2025-10-05,3340.6,3340.6,On Time,0
PAY411477,C102364,CARD201790,2026-05-25,3844.35,3844.35,Late,5
PAY411478,C104916,CARD205681,2025-04-27,6638.82,6638.82,On Time,0
PAY411479,C100984,CARD211885,2025-05-09,5732.44,5732.44,Late,1
PAY411480,C107833,CARD208542,2025-02-15,2649.62,639.69,Partial,54
PAY411481,C109234,CARD200154,2026-08-20,7179.3,7179.3,On Time,0
PAY411482,C106210,CARD208983,2025-05-13,3144.35,3144.35,On Time,0
PAY411483,C104181,CARD200399,2026-04-10,9333.01,9333.01,On Time,0
PAY411484,C107941,CARD207391,2026-05-17,2628.3,2628.3,On Time,0
PAY411485,C104149,CARD210411,2026-03-08,4783.55,4783.55,On Time,0
PAY411486,C107425,CARD205453,2025-05-23,5850.3,5850.3,On Time,0
PAY411487,C109611,CARD206602,2025-09-25,13189.55,13189.55,On Time,0
PAY411488,C108723,CARD201118,2025-11-12,17190.99,17190.99,On Time,0
PAY411489,C107236,CARD203099,2026-05-02,3843.08,3843.08,On Time,0
PAY411490,C105143,CARD210000,2025-05-04,12627.43,12627.43,On Time,0
PAY411491,C108965,CARD207731,2025-02-14,7401.09,7401.09,On Time,0
PAY411492,C104985,CARD203766,2026-02-08,6602.54,6602.54,On Time,0
PAY411493,C100008,CARD200569,2026-08-19,3492.58,3492.58,On Time,0
PAY411494,C104034,CARD207435,2026-06-20,2405.22,2405.22,On Time,0
PAY411495,C105907,CARD211187,2026-08-24,6789.1,6789.1,On Time,0
PAY411496,C106970,CARD203900,2025-11-25,11995.26,1752.87,Missed,86
PAY411497,C103842,CARD206852,2025-01-11,3648.32,3648.32,On Time,0
PAY411498,C107071,CARD200023,2026-07-02,6768.36,6768.36,Late,3
PAY411499,C100397,CARD203066,2025-01-28,1265.59,1265.59,On Time,0
PAY411500,C100837,CARD204149,2026-01-17,5840.88,2864.29,Partial,38
PAY411501,C104511,CARD207493,2025-09-07,4706.39,4706.39,Late,20
PAY411502,C102906,CARD201793,2026-01-25,9476.66,9476.66,On Time,0
PAY411503,C101132,CARD201530,2026-04-09,6313.18,5314.31,Partial,59
PAY411504,C102091,CARD201486,2025-09-28,8938.71,8938.71,On Time,0
PAY411505,C106022,CARD206071,2026-04-02,9559.92,9559.92,Late,7
PAY411506,C100972,CARD205025,2026-05-16,17189.9,17189.9,On Time,0
PAY411507,C104573,CARD201326,2025-12-11,13289.85,13289.85,On Time,0
PAY411508,C109136,CARD205141,2026-02-10,12307.23,12307.23,On Time,0
PAY411509,C102278,CARD205521,2025-11-15,21996.33,21996.33,On Time,0
PAY411510,C103939,CARD211850,2025-12-01,9955.55,9955.55,On Time,0
PAY411511,C105404,CARD201220,2025-09-11,7137.92,7137.92,On Time,0
PAY411512,C102659,CARD206313,2025-07-31,18095.48,18095.48,On Time,0
PAY411513,C104160,CARD203161,2026-03-30,9482.29,9482.29,On Time,0
PAY411514,C106055,CARD203698,2025-12-06,4381.12,4381.12,On Time,0
PAY411515,C107857,CARD202674,2026-07-20,11470.83,11470.83,On Time,0
PAY411516,C102331,CARD204195,2026-01-19,16402.98,1080.0,Missed,42
PAY411517,C106741,CARD206586,2025-03-01,13724.64,13724.64,On Time,0
PAY411518,C107376,CARD205733,2025-01-29,5441.26,5441.26,Late,15
PAY411519,C106316,CARD210635,2026-07-12,8294.02,8294.02,On Time,0
PAY411520,C106507,CARD200216,2025-08-01,5863.67,5863.67,On Time,0
PAY411521,C107987,CARD208910,2025-07-08,13203.1,13203.1,On Time,0
PAY411522,C102209,CARD208558,2025-09-19,1851.86,1851.86,On Time,0
PAY411523,C108956,CARD207104,2025-07-06,13477.02,13477.02,On Time,0
PAY411524,C107102,CARD207487,2025-08-14,3523.48,3523.48,On Time,0
PAY411525,C100247,CARD206458,2026-08-04,2717.13,378.87,Missed,77
PAY411526,C101949,CARD211844,2026-05-06,7502.65,7502.65,Late,30
PAY411527,C105826,CARD210487,2026-01-23,10154.89,10154.89,On Time,0
PAY411528,C107115,CARD211506,2026-05-18,1002.2,1002.2,On Time,0
PAY411529,C104087,CARD208088,2026-05-05,10145.45,10145.45,On Time,0
PAY411530,C101478,CARD201337,2025-04-28,4643.09,4643.09,On Time,0
PAY411531,C100951,CARD200457,2025-02-02,27099.75,27099.75,On Time,0
PAY411532,C109908,CARD202742,2025-09-13,13376.6,13376.6,On Time,0
PAY411533,C100971,CARD205144,2025-07-13,4294.54,4294.54,On Time,0
PAY411534,C100465,CARD205253,2026-07-05,2645.55,2645.55,Late,9
PAY411535,C102407,CARD209830,2025-06-02,5724.67,5724.67,On Time,0
PAY411536,C109309,CARD206516,2026-08-19,2896.18,2896.18,On Time,0
PAY411537,C104626,CARD208974,2025-09-05,11149.72,11149.72,On Time,0
PAY411538,C102136,CARD206399,2025-09-13,5090.27,1612.8,Partial,32
PAY411539,C100340,CARD207464,2026-03-16,5015.58,5015.58,Late,3
PAY411540,C104804,CARD202944,2025-01-16,12288.06,12288.06,On Time,0
PAY411541,C106705,CARD210698,2026-08-12,8004.0,8004.0,On Time,0
PAY411542,C103618,CARD200539,2026-02-10,1418.91,1418.91,On Time,0
PAY411543,C107657,CARD211977,2025-03-23,6413.79,6413.79,Late,26
PAY411544,C108058,CARD206991,2025-01-12,7142.68,7142.68,On Time,0
PAY411545,C105197,CARD211788,2026-07-07,5165.29,5165.29,On Time,0
PAY411546,C109891,CARD201821,2025-02-18,3388.74,3388.74,Late,5
PAY411547,C106403,CARD203717,2025-05-29,7073.02,7073.02,On Time,0
PAY411548,C108064,CARD207938,2025-11-03,5024.54,5024.54,On Time,0
PAY411549,C100345,CARD205333,2025-02-15,5049.52,50.88,Missed,43
PAY411550,C109695,CARD208507,2025-12-09,5406.48,5406.48,On Time,0
PAY411551,C100765,CARD203484,2026-04-19,7690.84,7690.84,On Time,0
PAY411552,C108756,CARD205737,2025-10-01,9247.56,9247.56,Late,14
PAY411553,C101319,CARD211396,2025-03-13,4780.51,4780.51,On Time,0
PAY411554,C105739,CARD203690,2026-01-31,3046.94,3046.94,On Time,0
PAY411555,C103752,CARD207631,2025-11-16,2723.65,2723.65,On Time,0
PAY411556,C109231,CARD201213,2026-05-05,3827.32,2269.65,Partial,57
PAY411557,C107962,CARD203804,2025-09-13,6435.72,6435.72,On Time,0
PAY411558,C109121,CARD202477,2025-05-24,10941.46,10941.46,On Time,0
PAY411559,C108560,CARD201393,2026-05-03,3016.56,1156.33,Partial,14
PAY411560,C106174,CARD205069,2026-01-06,4576.42,4576.42,Late,14
PAY411561,C109287,CARD203077,2025-06-03,3023.08,3023.08,On Time,0
PAY411562,C100491,CARD200931,2026-06-09,5201.12,5201.12,On Time,0
PAY411563,C107345,CARD208015,2026-07-22,3687.65,3687.65,On Time,0
PAY411564,C109692,CARD207327,2026-01-21,3525.66,3525.66,On Time,0
PAY411565,C106557,CARD208057,2026-06-16,3332.94,3332.94,On Time,0
PAY411566,C102790,CARD202899,2026-07-03,6912.94,6912.94,On Time,0
PAY411567,C109701,CARD200758,2025-09-14,6143.45,6143.45,On Time,0
PAY411568,C104588,CARD210906,2025-04-03,3274.19,3274.19,On Time,0
PAY411569,C104664,CARD206698,2026-05-02,8574.14,8574.14,On Time,0
PAY411570,C100596,CARD210119,2026-01-21,11954.52,1397.29,Missed,54
PAY411571,C101178,CARD200927,2026-01-24,9461.22,9461.22,Late,16
PAY411572,C108852,CARD200025,2026-08-18,2502.18,2502.18,On Time,0
PAY411573,C104939,CARD211423,2026-01-15,6269.06,6269.06,On Time,0
PAY411574,C100317,CARD203643,2025-08-14,14701.26,14701.26,On Time,0
PAY411575,C101669,CARD209482,2026-07-27,14228.04,14228.04,On Time,0
PAY411576,C100401,CARD207492,2026-08-05,3725.22,3725.22,On Time,0
PAY411577,C103340,CARD201674,2025-08-09,13143.0,13143.0,On Time,0
PAY411578,C105731,CARD204604,2025-07-09,3675.18,3675.18,On Time,0
PAY411579,C102951,CARD202377,2026-02-01,4256.18,4256.18,Late,4
PAY411580,C108534,CARD208928,2026-01-05,3429.84,3429.84,On Time,0
PAY411581,C101200,CARD205208,2026-01-12,4153.32,4153.32,On Time,0
PAY411582,C108400,CARD204106,2025-08-07,5265.36,5265.36,On Time,0
PAY411583,C104908,CARD204880,2026-07-15,6567.15,1449.11,Partial,6
PAY411584,C109407,CARD203438,2025-11-20,8480.85,8480.85,Late,15
PAY411585,C107521,CARD204406,2025-06-01,41603.32,41603.32,On Time,0
PAY411586,C105993,CARD206929,2025-10-30,9303.67,9303.67,On Time,0
PAY411587,C108029,CARD205305,2026-05-23,5367.54,5367.54,On Time,0
PAY411588,C109895,CARD205954,2026-07-23,5444.89,5444.89,Late,26
PAY411589,C100798,CARD208804,2025-10-25,23386.57,23386.57,On Time,0
PAY411590,C100066,CARD201612,2026-01-10,6287.97,6287.97,On Time,0
PAY411591,C107531,CARD205716,2026-07-05,4061.73,4061.73,On Time,0
PAY411592,C107363,CARD200593,2025-09-18,3074.23,3074.23,On Time,0
PAY411593,C100268,CARD208172,2025-04-04,2398.98,2398.98,On Time,0
PAY411594,C100111,CARD211920,2025-01-19,1673.2,1673.2,Late,13
PAY411595,C106167,CARD204000,2025-10-22,1260.54,797.44,Partial,34
PAY411596,C102858,CARD202567,2025-09-16,1469.76,1469.76,Late,25
PAY411597,C103404,CARD203656,2026-02-13,9673.67,9673.67,On Time,0
PAY411598,C108609,CARD205424,2025-04-01,4792.11,4792.11,On Time,0
PAY411599,C100890,CARD201423,2026-01-23,3072.92,3072.92,On Time,0
PAY411600,C101695,CARD201107,2026-05-29,2693.39,2693.39,On Time,0
PAY411601,C100214,CARD208589,2026-02-22,4630.75,3805.0,Partial,38
PAY411602,C100992,CARD202688,2026-03-15,10504.73,3655.15,Partial,11
PAY411603,C106328,CARD208978,2025-01-02,16463.32,16463.32,On Time,0
PAY411604,C109846,CARD201792,2026-04-12,3028.44,2299.38,Partial,29
PAY411605,C100901,CARD209676,2026-03-12,3007.07,3007.07,On Time,0
PAY411606,C101628,CARD210531,2025-06-14,3985.39,1248.69,Partial,46
PAY411607,C109501,CARD208897,2025-04-26,10506.09,2510.41,Partial,55
PAY411608,C105093,CARD211448,2025-08-28,5870.08,1987.23,Partial,49
PAY411609,C103694,CARD208408,2026-02-03,2853.5,2853.5,On Time,0
PAY411610,C106312,CARD208101,2026-01-07,3792.96,3792.96,Late,5
PAY411611,C103356,CARD206041,2026-05-07,4528.15,4528.15,On Time,0
PAY411612,C106795,CARD205480,2025-04-22,9630.84,9630.84,On Time,0
PAY411613,C109023,CARD208786,2025-05-17,7058.43,7058.43,On Time,0
PAY411614,C104784,CARD205596,2025-01-19,3619.79,122.58,Missed,95
PAY411615,C108491,CARD200189,2025-05-30,1312.4,1312.4,On Time,0
PAY411616,C109816,CARD200078,2025-07-29,4112.83,4112.83,On Time,0
PAY411617,C103761,CARD207309,2026-02-01,11192.66,3782.16,Partial,22
PAY411618,C105904,CARD201062,2025-03-20,8049.81,8049.81,On Time,0
PAY411619,C106020,CARD200837,2025-08-07,8659.06,8659.06,On Time,0
PAY411620,C107549,CARD200488,2026-05-19,7869.51,7869.51,On Time,0
PAY411621,C106414,CARD208839,2025-12-21,1357.7,1357.7,On Time,0
PAY411622,C107864,CARD209040,2025-09-19,11600.5,11600.5,On Time,0
PAY411623,C107622,CARD211366,2025-05-15,2724.53,1991.25,Partial,28
PAY411624,C109865,CARD209327,2025-12-05,4184.0,4184.0,Late,11
PAY411625,C104907,CARD210852,2025-07-05,10246.56,10246.56,On Time,0
PAY411626,C109744,CARD202155,2026-04-07,14219.97,14219.97,Late,13
PAY411627,C102569,CARD207891,2025-10-03,14427.21,14427.21,On Time,0
PAY411628,C103298,CARD209466,2026-01-08,4157.4,4157.4,Late,7
PAY411629,C101122,CARD208460,2025-01-23,12954.67,12954.67,On Time,0
PAY411630,C100746,CARD206701,2025-01-23,5613.82,5613.82,On Time,0
PAY411631,C103839,CARD204386,2025-08-03,15100.43,15100.43,On Time,0
PAY411632,C109010,CARD204506,2026-03-27,7921.98,5559.11,Partial,23
PAY411633,C103157,CARD208675,2026-07-15,3352.16,3352.16,On Time,0
PAY411634,C105699,CARD200358,2025-07-09,9471.39,927.34,Missed,99
PAY411635,C100928,CARD205640,2025-05-13,7807.41,7807.41,On Time,0
PAY411636,C106733,CARD209425,2025-02-02,8137.49,8137.49,Late,23
PAY411637,C103069,CARD210403,2026-08-25,4268.99,4268.99,On Time,0
PAY411638,C102479,CARD200875,2025-08-02,6754.54,6754.54,On Time,0
PAY411639,C106116,CARD206183,2026-02-15,3464.21,3464.21,Late,15
PAY411640,C103585,CARD200372,2025-06-16,7077.09,7077.09,On Time,0
PAY411641,C104015,CARD201622,2026-06-08,11990.45,11990.45,Late,20
PAY411642,C101007,CARD203811,2025-01-31,3589.17,3589.17,Late,2
PAY411643,C101222,CARD207448,2026-03-28,3073.06,3073.06,On Time,0
PAY411644,C109832,CARD201973,2025-02-20,3048.77,3048.77,On Time,0
PAY411645,C106274,CARD211513,2026-07-07,3200.78,3200.78,Late,15
PAY411646,C104584,CARD204421,2025-12-09,4978.72,4978.72,On Time,0
PAY411647,C103450,CARD205218,2026-01-02,6814.29,6814.29,On Time,0
PAY411648,C104947,CARD205274,2025-03-04,18307.58,18307.58,On Time,0
PAY411649,C104071,CARD201365,2026-01-20,4038.78,4038.78,Late,16
PAY411650,C103800,CARD205875,2025-04-11,3122.14,3122.14,On Time,0
PAY411651,C102476,CARD202132,2026-03-20,5622.73,3324.34,Partial,47
PAY411652,C102075,CARD211402,2025-08-17,8954.31,2664.92,Partial,53
PAY411653,C106786,CARD210502,2026-06-11,5386.24,5386.24,On Time,0
PAY411654,C108131,CARD209581,2026-07-10,1548.13,1548.13,On Time,0
PAY411655,C109771,CARD208987,2025-05-19,7142.79,7142.79,On Time,0
PAY411656,C102865,CARD203412,2025-07-26,2686.48,2686.48,On Time,0
PAY411657,C101638,CARD204551,2026-04-05,3390.43,3390.43,On Time,0
PAY411658,C109149,CARD205695,2025-09-24,1827.38,1827.38,On Time,0
PAY411659,C105149,CARD200268,2025-11-13,5754.05,5754.05,On Time,0
PAY411660,C100682,CARD200705,2026-08-12,1325.78,1325.78,On Time,0
PAY411661,C109866,CARD203261,2025-07-23,1905.19,1905.19,On Time,0
